goods_no,카테고리,brand,name,sale_price,건성적합,지성적합,저자극,진정효과,보습효과,미백효과,리뷰수,출처
A000000254193,선크림,달바,[수분장벽 선크림/1개입] 달바 판테놀 리퀴드 에센스 선세럼 50ml,23800,32.0,13.0,85.0,36.99,33.47,28.81,72,실측
A000000254525,선크림,아벤느,[온가족/유기자차] 아벤느 선 레 앙팡 250ML,37900,34.0,0.0,82.0,25.85,46.47,28.22,56,실측
A000000254530,선크림,아벤느,[촉촉/유기자차] 아벤느 선 세럼 30ML,31500,50.0,3.0,90.0,33.81,34.92,23.05,40,실측
A000000254533,선크림,아벤느,[투명밀착/유기자차] 아벤느 선 플루이드 50ML,22400,33.0,22.0,80.0,45.24,41.51,29.86,55,실측
A000000254535,선크림,아벤느,[톤업/무기자차] 아벤느 선 미네랄 크림 50ML,22400,19.0,24.0,52.0,30.96,50.4,27.51,42,실측
A000000254577,선크림,듀이트리,[NEW/쿨톤보정] 듀이트리 어반 쉐이드 퍼플 톤업 선 50ml 더블 기획,21200,34.0,8.0,75.0,30.34,48.15,31.75,451,실측
A000000254579,선크림,듀이트리,[NEW/쿨톤보정] 듀이트리 어반 쉐이드 퍼플 톤업 선 50ml,14400,29.67,10.17,73.67,30.34,48.15,31.75,13,예측
A000000254663,선크림,지피덤,[장벽탄력/광노화] 지피덤 셀트리온 EGF 스킨베리어 선크림 40ml,31000,32.0,10.0,97.0,27.93,38.55,26.37,216,실측
A000000254900,선크림,미닉,[무기자차/러닝필수템] 미닉 노세범 블루 캐모마일 수분 선크림 50ml,18900,28.61,21.74,65.97,50.23,28.02,22.7,15,예측
A000000254909,선크림,바닐라코,[NEW/파데프리] 바닐라코 에센스 스킨 톤업 CC 선크림 50ml,17500,32.39,11.38,70.08,23.53,31.22,45.67,25,예측
A000000257053,선크림,온그리디언츠,온그리디언츠 스킨 베리어 래디언트 선크림 50ml,20000,41.4,6.15,75.97,19.21,34.62,38.99,9,예측
A000000257287,선크림,가히,[순둥자차/무기자차] 가히 징크 더마 마일드 선크림 50ml,25200,29.17,12.47,73.13,28.29,37.93,29.71,1,예측
A000000257439,선크림,멜릭서,[파데프리/화잘먹] 멜릭서 비건 에어핏 선크림 50ml (3종 택1),20230,18.0,11.0,82.0,29.31,42.79,28.33,38,실측
A000000257536,선크림,소울,소울 UV 마일드 선크림 35ml,34000,33.93,7.73,70.74,36.57,32.17,35.67,27,예측
A000000257676,선크림,디오프러스,[화잘먹/손상리페어] 디오프러스 유브이 디펜스 피디알엔 선크림 50g,23000,35.0,6.0,97.0,19.68,42.67,35.98,259,실측
A000000257733,선크림,퓨리토 서울,퓨리토 서울 데일리 소프트 터치 선스크린 60ML 더블 기획 (+클렌저 30ml),35100,33.0,33.0,33.0,35.48,43.82,17.93,61,실측
A000000258585,선크림,아넷사,아넷사 브라이트닝 UV 선스크린 스킨케어 젤 NA 40g,14400,32.71,7.54,63.94,24.35,38.6,27.47,4,예측
A000000258594,선크림,이니스프리,[수분선]이니스프리 데일리 유브이 수분 장벽 선세럼 50ml,13300,34.9,10.66,71.91,22.69,50.58,29.82,13,예측
A000000258732,선크림,아넷사,아넷사 퍼펙트 UV 선스크린 스킨케어 젤 NB 40g,14400,37.72,5.69,55.62,23.97,44.72,22.7,6,예측
A000000259097,선크림,마데카솔,마데카 선쉴드 패드 SPF 50+ PA+++ (4매/20매),13210,37.0,8.0,89.0,25.43,48.41,31.38,71,실측
A000000259216,선크림,아넷사,아넷사 멀티 컨트롤 유브이 선스크린 젤 40g,14400,31.26,13.62,71.01,31.57,36.44,30.94,1,예측
A000000259752,선크림,테이지,[NEW] 테이지 시카트리 수딩 데일리 선플루이드 50ml,16000,41.36,8.24,74.12,24.81,34.46,36.09,4,예측
A000000259754,선크림,테이지,[NEW] 테이지 시카트리 투명 선젤 50ml,16000,32.36,9.17,74.86,48.2,31.8,21.02,5,예측
A000000259983,선크림,웰라쥬,웰라쥬 리얼 히알루로닉 톤업 선크림 50ml,16630,40.42,7.39,74.77,21.41,45.81,34.22,4,예측
A000000260247,선크림,홀리카홀리카,[NEW/화잘먹선세럼] 홀리카홀리카 에어비티 선 세럼 3종 택1(무색/레몬/그린),19600,39.0,11.0,83.0,24.01,39.99,27.12,314,실측
A000000260379,선크림,하루하루원더,하루하루원더 블랙라이스 모이스처 에어리핏 데일리 선스크린 50ml 2입 기획,35100,27.4,17.3,73.68,37.63,28.96,26.49,0,예측
A000000261245,선크림,바이오더마,바이오더마 포토덤 엑스디펜스 울트라 플루이드 SPF50+ 인비저블 40ml 더블 기획,42250,0.0,0.0,0.0,46.5,37.29,29.96,291,실측
A000000261680,선크림,톡스앤필,톡스앤필 더마 엑소 워터 쉴드 징크 365 선크림,34000,30.0,10.0,93.0,24.07,42.05,34.73,73,실측
A000000262647,선크림,비오템,[NEW] 비오템X UV 디펜스 자외선 차단제 30ML,29880,34.44,9.48,74.1,31.34,29.69,21.13,1,예측
B000000236066,선크림,차앤맘,차앤맘 피토세린 이지워시 마일드 선크림 60ml,18900,29.45,20.5,74.4,40.83,32.01,20.58,23,예측
A000000206826,선크림,에스트라,[50%용량증정] 에스트라 더마UV365 장벽수분 무기자차 선크림 40ml+20ml,21300,27.0,15.0,70.0,27.44,44.92,22.8,9551,실측
A000000219675,선크림,이즈앤트리,NCT 재민PICK 이즈앤트리 히알루론산 프레쉬 선 세럼 50ml,22000,36.0,6.0,73.0,25.78,40.76,29.61,160,실측
A000000244877,선크림,토리든,[NEW/생기착붙] 토리든 셀메이징 핑크베이지 톤업 선크림 60ml 기획 (+20ml),17500,34.0,14.0,59.0,27.67,35.14,38.95,180,실측
A000000219496,선크림,토리든,[수딩쿨링/1+1] 토리든 다이브인 모이스처 수딩 선스틱 19g 1+1 기획,20900,40.91,8.52,72.16,18.93,37.12,37.77,1251,예측
A000000200817,선크림,아넷사,[강력차단]아넷사 퍼펙트 UV 선스크린 스킨케어 밀크 NA 60ml,31450,30.0,24.0,62.0,21.59,44.97,26.77,212,실측
A000000250767,선크림,넘버즈인,[파데프리] 넘버즈인 3번 도자기결 톤업베이지 선크림 증정 기획 (+클렌징오일 20ml),17900,29.0,18.0,66.0,26.17,45.03,25.22,3115,실측
A000000247874,선크림,셀퓨전씨,[매끈밀착썬]셀퓨전씨 레이저 UV 썬스크린 35ml 기획 (+20ml),16600,22.0,12.0,63.0,30.29,37.29,33.2,8713,실측
A000000191567,선크림,정샘물,[프리미엄선케어] 정샘물 마스터클래스 앰플선 50ml,28800,51.0,7.0,62.0,24.45,56.58,27.74,630,실측
A000000173774,선크림,토리든,[무기자차/단독증량기획] 토리든 다이브인 무기자차 마일드 선크림 60ml 기획 (+20ml 추가 증정),25000,31.0,14.0,68.0,40.45,33.12,23.68,2840,실측
A000000218308,선크림,알리,[메이크업UV] 알리 크로노 뷰티 컬러 튜닝 UV 선크림 3종,25000,10.0,39.0,53.0,39.68,46.38,19.04,159,실측
A000000169506,선크림,스킨1004,[무기자차]스킨1004 마다가스카르 센텔라 에어핏 선크림 라이트 50ml,16150,25.0,18.0,86.0,29.21,28.04,36.67,369,실측
A000000137157,선크림,엠도씨,엠도씨 선샤인 유브이 솔루션 에센스 50ml,18400,28.64,17.85,68.88,46.89,36.88,21.36,5,예측
A000000152314,선크림,SNP,[1+1기획]SNP UV 퍼펙트 에어쿨 선크림 더블 기획 (50ml+50ml),20000,34.0,14.0,70.0,25.0,37.92,39.66,2635,실측
A000000154129,선크림,닥터올가,[무기자차]닥터올가 100 선크림 50ml 기획(+30ml 증정),32000,42.0,5.0,70.0,33.19,41.35,29.09,293,실측
A000000163532,선크림,어바웃미,어바웃미 비 클린 톤업 선 1+1 기획(50ml+50ml),21000,20.0,19.0,67.0,26.94,32.77,39.59,1354,실측
A000000164213,선크림,리쥬란,[UV 프레스티지 케어] 리쥬란힐러 UV 프로텍션 크림 40ml,20900,56.0,3.0,64.0,25.16,34.16,31.25,411,실측
A000000164841,선크림,AHC,[수분 밀착] AHC 세이프온 라이트 선세럼 기획 증량 기획,26000,32.0,15.0,68.0,61.5,31.55,25.05,1594,실측
A000000166295,선크림,식물나라,식물나라 산소수 가벼운 수분 선젤로션 더블기획,25800,31.0,12.0,73.0,30.02,46.68,36.12,23346,실측
A000000168591,선크림,라비오뜨,라비오뜨 유브이 베일 모이스처 선에센스 기획세트(50ml+20ml),26000,59.0,3.0,87.0,34.68,33.96,26.43,38,실측
A000000176900,선크림,무슈제이,무슈제이 하이드로 선 에센스 더블기획(50ml+50ml),22900,14.0,4.0,90.0,31.3,33.15,31.71,676,실측
A000000179353,선크림,에스쁘아,[톤업선크림] 에스쁘아 워터 스플래쉬 선크림 세라마이드 60ml,15400,54.0,4.0,65.0,32.46,45.7,33.93,5363,실측
A000000179852,선크림,토코보,[생기톤업선크림] 토코보 비타 톤업 선크림 50mL SPF50+ PA++++,18750,32.0,9.0,77.0,24.04,44.9,33.53,776,실측
A000000181329,선크림,닥터아토,닥터아토 더마 워터프루프 선 프로텍터 80ml,12950,16.0,3.0,74.0,25.25,31.47,32.23,38,실측
A000000181331,선크림,닥터아토,닥터아토 수분촉촉 데일리 선 프로텍터 50ml,12950,24.0,0.0,70.0,16.17,49.93,32.48,33,실측
A000000182620,선크림,라로슈포제,라로슈포제 유비데아 안뗄리오스 톤업 클리어 30ml,38000,24.0,20.0,79.0,32.38,45.26,29.75,439,실측
A000000183327,선크림,에스쁘아,[수분선크림]에스쁘아 워터 스플래쉬 선크림 프레쉬 시카 60ml SPF50+ PA++++,15400,33.0,15.0,67.0,21.04,33.32,36.91,509,실측
A000000184405,선크림,케어존,케어존 워터핏 수딩 선 플루이드(70ml+31ml),26000,34.87,8.9,70.95,42.57,27.08,22.33,29,예측
A000000188610,선크림,조선미녀,[화잘먹] 조선미녀 맑은쌀 선크림 50ml,15000,40.0,8.0,73.0,32.96,37.8,25.9,1147,실측
A000000191730,선크림,AHC,[파데프리/톤업] AHC 누드 톤업 크림 내추럴 글로우 40ml SPF50+ PA++++,29000,31.0,15.0,62.0,21.92,43.09,29.4,336,실측
A000000200816,선크림,아넷사,[민감피부] 아넷사 퍼펙트 UV 선스크린 마일드 밀크 60ml,29600,21.0,6.0,71.0,37.37,36.09,21.65,78,실측
A000000201273,선크림,듀이트리,[리뉴얼/블루톤업] 듀이트리 어반쉐이드 블루 톤업 선크림 40ml,16800,26.0,13.0,64.0,28.42,38.49,22.38,359,실측
A000000201387,선크림,후시다인,후시다인 더마 트러블 징크 카밍 선크림 50ml 2입 기획,26000,30.0,15.0,80.0,28.31,46.94,22.1,931,실측
A000000202343,선크림,딘시,[딘시] 프리미엄 비건 마일드 모이스트 선크림 SPF50+ PA++++ 50ml,30000,38.0,9.0,93.0,25.01,36.59,30.77,5384,실측
A000000202378,선크림,에스쁘아,[선세럼/NEW] 에스쁘아 워터 스플래쉬 선세럼 50ml SPF50+ PA+++,16250,44.0,17.0,75.0,43.87,41.81,26.18,36,실측
A000000202466,선크림,빌리프,빌리프 슈퍼 드랍스 비타 흔적프루프 선퀴드 50ml,27720,37.73,9.53,70.54,44.94,26.73,35.39,29,예측
A000000203069,선크림,이즈앤트리,[열&광노화 에이징케어] 이즈앤트리 어니언 프레쉬 플루이드 선크림 50ml,15900,23.0,23.0,68.0,24.33,40.64,37.26,104,실측
A000000203342,선크림,에끌라두,에끌라두 UV 밀크 프로틴 선크림 40g 기획 (+수딩젤 40g),33000,26.0,4.0,78.0,35.75,32.07,30.67,118,실측
A000000203343,선크림,에끌라두,에끌라두 UV 콜라겐 5000 선크림 40g 기획 (+수딩젤 40g),33000,37.0,7.0,82.0,26.21,36.82,30.97,126,실측
A000000205630,선크림,에딧비,[무기자차/반톤업] 에딧비 선데이 노세범 선크림 50ml [SPF50+ PA++++],17500,25.0,27.0,76.0,22.63,41.41,39.23,3269,실측
A000000205882,선크림,부쉬맨,[씨프렌들리] 부쉬맨 워터프루프 프로 선크림 50g 기획 (+ 데일리 선크림 20ml),16900,25.0,10.0,60.0,35.89,33.21,26.77,424,실측
A000000206182,선크림,더마비,더마비 에브리데이 선블록 200ml,19000,24.0,5.0,62.0,29.93,32.17,26.68,127,실측
A000000206221,선크림,라로제,라로제 대용량 클린 선크림 SPF 50+ PA++++ 150ml (워터프루프),42000,31.0,9.0,89.0,36.63,23.68,33.67,94,실측
A000000206224,선크림,로우퀘스트,로우퀘스트 베리어 인핸싱 선크림 50ml,12500,30.0,11.0,81.0,25.2,40.14,33.52,683,실측
A000000206848,선크림,뉴라덤,[혼합자차/피부온도-3.5도] 메디톡스 뉴라덤 인텐시브 선크림 50ml,24600,31.71,11.29,65.59,32.89,45.15,30.71,10,예측
A000000207685,선크림,아이레시피,[파데프리 무기자차] 아이레시피 마일드 시카 브라이트닝 업 선크림 50ml,16000,39.0,9.0,91.0,21.66,50.11,26.15,823,실측
A000000207845,선크림,믹순,[단독기획] 믹순 병풀 선크림 50g 기획 (+5ml*2 추가 증정),20000,50.0,4.0,76.0,33.11,44.5,28.06,138,실측
A000000208105,선크림,AHC,[수분] AHC 마스터즈 멜라프로텍트 워터풀 선크림 40ml,13900,39.0,2.0,67.0,22.17,31.45,47.74,135,실측
A000000210013,선크림,조선미녀,[수분진정] 조선미녀 맑은쌀 선크림 아쿠아프레쉬 50ml,15000,41.0,15.0,76.0,26.75,31.04,34.94,311,실측
A000000210604,선크림,아누아,[UV에이징]아누아 복숭아 나이아신 UV 톤업 프로텍션 50ml,19500,45.0,4.0,72.0,34.86,34.01,33.81,163,실측
A000000210838,선크림,Te’,Te 하양 35 지성용 데일리 무기자차 선크림 50g,27000,32.5,19.4,74.03,28.84,36.08,30.93,0,예측
A000000210840,선크림,Te’,Te 하양 35 건성용 데일리 무기자차 선크림 50g,27000,23.51,18.95,71.42,50.67,27.2,24.21,0,예측
A000000210869,선크림,제이준,제이준 히알루론산 하이드레이팅 선크림 50ml,20000,38.11,9.85,69.7,22.03,34.56,37.34,0,예측
A000000211954,선크림,딘시,[딘시] 프리미엄 비건 액티비티 선크림 SPF50+ PA++++ 50ml,30000,48.0,5.0,76.0,25.93,30.52,34.98,120,실측
A000000212238,선크림,비알티씨,BRTC 마일드 선크림 50ml 기획 (+20ml),28000,38.43,9.45,69.27,21.59,41.08,35.22,4,예측
A000000213124,선크림,파이코어,파이코어 디퍼런씨 블루바이옴 리페어 선크림 40ml,26000,39.87,7.11,71.16,22.59,47.95,28.93,21,예측
A000000213284,선크림,오드로이,오드로이 모공축소 톤업 선크림 블리미 필리디 50ml,16070,30.0,12.0,69.0,24.79,41.77,37.52,322,실측
A000000215375,선크림,톤핏선,[촉촉워터핏/이지워시] 톤핏선 비건 수분 선크림 50ml SPF50+ PA++++,16800,46.0,13.0,93.0,33.33,33.88,31.88,316,실측
A000000216666,선크림,제이준,제이준 히알루론산 하이드레이팅 선크림 50ml 1+1 더블기획 (50ml+50ml),20000,38.11,9.85,69.7,22.03,34.56,37.34,6,예측
A000000217289,선크림,라로슈포제,라로슈포제 시카플라스트 리페어 선크림 40ml,35000,53.0,2.0,69.0,31.21,30.37,24.31,807,실측
A000000217909,선크림,닥터자르트,[1+1올영기획]닥터자르트 에브리 선 데이 마일드 선 30ml 1+1 기획세트,14280,20.0,29.0,68.0,36.74,49.31,20.32,164,실측
A000000218301,선크림,알리,[땀.물.마찰에강한UV] 알리 크로노 뷰티 젤 유브이 이엑스피 90g (별의커비에디션/단품),29000,33.0,10.0,74.0,30.42,49.6,23.6,530,실측
A000000218303,선크림,알리,알리 크로노 뷰티 젤 UV EXP 선크림 90g,29000,27.0,17.0,72.0,40.3,48.36,22.58,60,실측
A000000218316,선크림,알리,[메이크업UV] 알리 크로노 뷰티 래스팅 프라이머 유브이 25g,25000,28.83,14.96,70.61,36.02,47.34,24.1,9,예측
A000000218830,선크림,알리,[땀.물.마찰에강한UV] 알리 크로노 뷰티 젤 유브이 EXP 선크림 40g,15000,28.0,6.0,50.0,40.3,48.36,22.58,64,실측
A000000218955,선크림,비플레인,[화잘먹/1+1] 비플레인 녹두 쿨링 수분 선크림 50ml 1+1 기획,22500,26.0,21.0,57.0,26.38,32.32,39.87,3565,실측
A000000219091,선크림,에스트라,에스트라 더마UV365 비타C 광채수분 선크림 40ml,21300,48.0,3.0,85.0,32.88,30.18,37.33,2086,실측
A000000219093,선크림,에뛰드,[무기자/저자극] 에뛰드 순정 디렉터 무기자차 선크림 50ml 1+1기획(NEW),12370,25.0,23.0,59.0,28.98,37.48,25.81,702,실측
A000000219115,선크림,에르쯔틴,에르쯔틴 에어리 토닝 선크림 60ml,26700,36.91,13.05,75.51,32.8,34.24,26.32,13,예측
A000000219136,선크림,에르쯔틴,에르쯔틴 에어리 워터 선크림 60ml,26700,35.7,13.04,80.24,30.67,23.93,38.47,13,예측
A000000219522,선크림,유세린,[NEW] 유세린 선크림 페이스 하이드로 프로텍트 SPF50+ 50ml,24900,31.0,14.0,81.0,23.29,42.9,27.39,209,실측
A000000219989,선크림,토리든,토리든 다이브인 워터리 핏 선세럼 50ml,19900,40.9,7.93,75.84,21.09,53.51,30.12,7,예측
A000000222212,선크림,이니스프리,[피치톤업] 이니스프리 비타민C 피치 톤업 선크림 50ml,23400,35.35,7.93,71.19,26.37,42.08,38.69,5,예측
A000000222684,선크림,유세린,[1+1] 유세린 선 페이스 하이드로 프로텍트 SPF50+ 기획 (50ml+50ml),31500,29.0,10.0,77.0,23.29,42.9,27.39,240,실측
A000000222792,선크림,아누아,[UV에이징]아누아 복숭아 나이아신 UV 톤업 프로텍션 50ml 더블기획,34900,55.0,14.0,73.0,34.86,34.01,33.81,185,실측
A000000223291,선크림,니베아,니베아 선 키즈 센서티브 프로텍트 앤 플레이 로션 200ml,23800,44.0,0.0,73.0,32.24,49.72,26.02,41,실측
A000000223943,선크림,식물나라,식물나라 멀티 선 파우더,9800,27.86,19.71,67.45,54.69,41.18,16.28,372,예측
A000000224245,선크림,라네즈,[화잘먹/수분밀착] 라네즈 워터뱅크 UV 베리어 선세럼 단품 50ml,22400,41.74,8.49,74.51,25.28,45.98,29.07,19,예측
A000000224289,선크림,라로슈포제,[파데프리] 라로슈포제 유비데아 톤업 로지 글로우 30ml,38000,46.0,6.0,72.0,44.29,36.96,18.62,897,실측
A000000224539,선크림,메디큐브,[화잘먹/쿨톤보정] 메디큐브 PDRN 톤업 선크림 50ml+20ml 기획,24000,42.0,6.0,72.0,17.93,57.43,34.79,665,실측
A000000224979,선크림,딘시,딘시 프리미엄 비건 블루 톤 업 선크림 SPF50+ PA++++50ml,30000,42.0,10.0,79.0,22.92,31.46,34.98,4092,실측
A000000225222,선크림,가히,[파데프리] 가히 한겹 톤업 선 스킨 3종 택1,32000,42.48,8.2,75.87,32.54,38.55,29.6,9,예측
A000000225618,선크림,그라운드랩,그라운드랩 내츄럴 라이트 선 톤업 50ml,25000,32.0,17.0,96.0,25.38,49.51,30.62,1035,실측
A000000227191,선크림,데이지크,데이지크 아쿠아 쉘 선크림 50ml,14900,48.0,6.0,87.0,23.64,40.74,34.04,359,실측
A000000227218,선크림,브리올옴므,브리올옴므 데일리 화이트닝 선크림 50ml,14000,57.0,8.0,96.0,27.13,30.8,39.71,93,실측
A000000227322,선크림,미샤,[후니언 공동개발] 미샤 글로우 스킨 틴티드 톤업선 30ml,11200,16.0,23.0,62.0,16.82,48.48,28.58,275,실측
A000000228080,선크림,더후,[NEW] 더후 UV 얼티밋 레드 비타민 선 50ml,58000,42.32,8.16,66.01,16.46,45.81,37.37,4,예측
A000000228893,선크림,닥터자르트,[보송 무기차자] 닥터자르트 에브리 선 데이 마일드 선 30ml,12000,29.71,20.7,68.48,36.74,49.31,20.32,25,예측
A000000229150,선크림,알리,[한정/별의커비콜라보] 알리 크로노 뷰티 커비 에디션 선케어 3종 (젤UV/프라이머UV/컬러튜닝UV),17500,22.0,16.0,70.0,31.27,47.76,26.04,865,실측
A000000229540,선크림,에스테덤,[화잘먹/광채선]에스테덤 포토리버스 선크림 50ml,88000,34.55,11.17,77.67,32.62,37.76,25.11,0,예측
A000000229623,선크림,닥터엘시아,닥터엘시아 그린티 프레쉬 선스크린 45ml,18750,26.0,11.0,83.0,28.29,34.68,38.02,54,실측
A000000229687,선크림,디퍼,[수분선크림] 디퍼 히알루론산 히알큐브 에센스 선크림 50ml,26000,46.0,6.0,89.0,16.48,47.1,32.59,112,실측
A000000231221,선크림,BOHO,보호 하이퍼 디펜스 선스크린 50ml,19900,37.0,10.0,91.0,42.34,33.44,25.12,164,실측
A000000232379,선크림,코이,코이 블룸 글로우 에센스 선크림 30ml,37000,47.0,7.0,83.0,18.99,47.0,41.03,58,실측
A000000232955,선크림,쏘내추럴,쏘내추럴 글로이 선 무스 픽서 75ml,18000,32.74,7.26,68.01,44.35,30.47,24.3,164,예측
