성분코드,성분명,영문명,CAS,구명칭,배합목적
21801,흑노호잎/뿌리추출물,,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제)
21800,흑노호잎추출물,,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제)
21799,드라세나 스투키추출물,,,상아산세베리아추출물,피부컨디셔닝제(기타)
21797,흑노호뿌리추출물,Kadsura Coccinea Root Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);산화방지제
21795,하이드롤라이즈드양모표피단백질,Hydrolyzed Wool Cuticle Protein,,,피부컨디셔닝제(기타);헤어컨디셔닝제
21794,아리스토텔리아 킬렌시스열매즙,Aristotelia Chilensis Fruit Juice,,,피부컨디셔닝제(기타);산화방지제
21791,사철쑥가루,Artemisia Capillaris Powder,,,피부컨디셔닝제(기타)
21789,잇꽃씨오일피페로닐에스터즈,Safflower Seed Oil Piperonyl Esters,,,피부컨디셔닝제(기타)
21787,락토바실러스/개똥쑥잎/줄기추출물발효여과물,,,,피부컨디셔닝제(기타)
21782,잔나비불로초발효여과물,Ganoderma Applanatum Ferment Filtrate,,잔나비걸상버섯균사체배양여과물,피부컨디셔닝제(기타);피부보호제;산화방지제
21781,영지버섯균사체배양여과물,,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21780,꽃송이버섯균사체배양여과물,,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21779,진흙버섯균사체배양여과물,,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21777,백미꽃수,Cynanchum Atratum Water,,,피부컨디셔닝제(기타)
21776,천마꽃추출물,Gastrodia Elata Flower Extract,,,피부컨디셔닝제(기타)
21772,레몬유칼립투스잎/잔가지오일,Eucalyptus Citriodora Leaf/Twig Oil,85203-56-1,,피부컨디셔닝제(기타)
21771,트라이펩타이드-73,Tripeptide-73,,,피부컨디셔닝제(기타)
21770,트라이펩타이드-72,Tripeptide-72,,,피부컨디셔닝제(기타)
21769,시지기움 포르모숨잎추출물,Syzygium Formosum Leaf Extract,,,피부컨디셔닝제(기타)
21768,솔잣나무가지/잎오일,Cupressus Sempervirens Branch/Leaf Oil,8013-86-3,,피부컨디셔닝제(기타);착향제
21767,알-(에스-대장균티오레독신-1헵타펩타이드-44헥사펩타이드-40올리고펩타이드-165에스에이치-폴리펩타이드-122),r-(s-Escherichia Coli Thioredoxin-1 Heptapeptide-44 Hexapeptide-40 Oligopeptide-165 sh-Polypeptide-122),,,피부컨디셔닝제(기타);보습제;산화방지제;헤어컨디셔닝제
21765,하이드롤라이즈드보리지씨오일,Hydrolyzed Borage Seed Oil,,,피부컨디셔닝제(기타);헤어컨디셔닝제
21761,인체말초혈액유래엔케이세포배양액,Human Peripheral Blood Derived Natural Killer Cell Conditioned Media,,,피부컨디셔닝제(기타);피부보호제
21760,오렌지껍질,,,,피부컨디셔닝제(기타)
21758,프렌치로즈꽃,Rosa Gallica Flower,84604-13-7,,피부컨디셔닝제(기타)
21755,비스(아미노프로필)비스(나프틸메틸)멜라민에이치씨엘,Bis(Aminopropyl) Bis(Naphthylmethyl) Melamine HCl,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21754,레몬밤잎,,,,피부컨디셔닝제(기타)
21753,당아욱꽃,Malva Sylvestris (Mallow) Flower,,,피부컨디셔닝제(기타)
21751,옐로우스위트클로버꽃가루,,,,피부컨디셔닝제(기타)
21750,골든메인코레옵시스추출물,Coreopsis Basalis Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);피부보호제;보습제;산화방지제
21749,스케네데스무스 데세르티콜라발효추출물,Scenedesmus Deserticola Ferment Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);피부보호제;보습제
21744,팔미토일헵타펩타이드-18,Palmitoyl Heptapeptide-18,,,피부컨디셔닝제(기타)
21742,펜타소듐테트라카복시메틸헵타데카노일다이펩타이드-12,Pentasodium Tetracarboxymethyl Heptadecanoyl Dipeptide-12,2252359-13-8,,피부컨디셔닝제(기타)
21741,바실러스/양배추잎발효추출여과물,Bacillus/Cabbage Leaf Ferment Extract Filtrate,,,피부컨디셔닝제(기타)
21740,밤부사 불가리스캘러스배양액추출물,Bambusa Vulgaris Callus Culture Conditioned Media Extract,,,피부컨디셔닝제(기타)
21739,패션프룻캘러스배양액,Passiflora Edulis Callus Culture Conditioned Media,,,피부컨디셔닝제(기타)
21736,라임잎추출물,Citrus Aurantifolia (Lime) Leaf Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제
21735,글루타밀메틸설포닐플루오로페닐하이드라자이드,Glutamyl Methylsulfonyl Fluorophenylhydrazide,,,피부컨디셔닝제(기타);산화방지제;헤어컨디셔닝제
21734,에스에이치-올리고펩타이드-96에스피,sh-Oligopeptide-96 SP,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부컨디셔닝제(보습제);피부보호제;보습제;산화방지제;헤어컨디셔닝제
21733,락토바실러스/인삼열매/잎/뿌리추출물발효물,Lactobacillus/Panax Ginseng Berry/Leaf/Root Extract Ferment,,,피부컨디셔닝제(기타);헤어컨디셔닝제
21732,팔미토일헥사펩타이드-52,Palmitoyl Hexapeptide-52,,,피부컨디셔닝제(기타)
21731,아크릴레이트/메톡시피이지-90메타크릴레이트크로스폴리머,Acrylates/Methoxy PEG-90 Methacrylate Crosspolymer,957645-61-3,,피부컨디셔닝제(기타);피부보호제
21729,반하캘러스배양액,Pinellia Ternata Callus Culture Conditioned Media,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21728,반하캘러스추출물,Pinellia Ternata Callus Extract,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21726,윈터세이보리잎가루,,,,피부컨디셔닝제(기타)
21725,야생딸기잎가루,,,,피부컨디셔닝제(기타)
21724,레몬버베나잎가루,,,,피부컨디셔닝제(기타)
21723,에버라스팅꽃가루,,,,피부컨디셔닝제(기타)
21722,파디나 보리아나추출물,Padina Boryana Extract,,,피부컨디셔닝제(기타)
21721,쑥부쟁이캘러스배양액,Aster Yomena Callus Conditioned Media,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21720,쑥부쟁이캘러스추출물,Aster Yomena Callus Extract,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21717,곰피추출물,Ecklonia Stolonifera Extract,,조류추출물,피부컨디셔닝제(기타)
21715,효모/(바오밥나무열매/포트마리골드꽃/쐐기풀잎추출물)발효여과물,,,,피부컨디셔닝제(기타)
21714,페디오코쿠스/사과즙/황토발효물,,,,피부컨디셔닝제(기타);보습제
21712,폴리실리콘-34,Polysilicone-34,,,피부컨디셔닝제(기타);헤어컨디셔닝제
21711,에스알-(호랑이폴리펩타이드-2헥사펩타이드-40),sr-(Tiger Polypeptide-2 Hexapeptide-40),,,피부컨디셔닝제(기타);피부보호제
21710,바실러스/락토바실러스/(측백나무잎/귤껍질/감태잎/한련초잎/콩/약모밀잎/인동덩굴꽃/콘민트잎/뽕나무잎/소엽잎/하수오뿌리)추출발효여과물,,,,피부컨디셔닝제(기타)
21709,바실러스/락토바실러스/(병풀잎/녹차/귤껍질/콩/약모밀잎/소엽잎/녹두/진흙버섯균사체/꽈리열매/황금잎)추출발효여과물,,,,피부컨디셔닝제(기타)
21708,바실러스/락토바실러스/(녹차/병풀잎/귤껍질/창과감초뿌리/뽕나무잎/탱자/도꼬마리열매)추출발효여과물,,,바실러스/락토바실러스/(녹차/병풀잎/귤껍질/창과감초뿌리/뽕나무잎/탱자열매/도꼬마리열매)추출발효여과물,피부컨디셔닝제(기타)
21707,바실러스/(바이오틴/모과/더덕뿌리/무화과/레몬밤/석류)발효추출물,,,,피부컨디셔닝제(기타)
21706,살비아잎가루,Salvia Officinalis (Sage) Leaf Powder,84082-79-1 (generic),,피부컨디셔닝제(기타);각질제거제;연마제
21705,에스알-(기린폴리펩타이드-1헥사펩타이드-40),sr-(Giraffe Polypeptide-1 Hexapeptide-40),,,피부컨디셔닝제(기타);피부보호제
21704,에스알-(거북폴리펩타이드-1헥사펩타이드-40),sr-(Turtle Polypeptide-1 Hexapeptide-40),,,피부컨디셔닝제(기타);피부보호제
21703,에스알-(돌고래폴리펩타이드-1헥사펩타이드-40),sr-(Dolphin Polypeptide-1 Hexapeptide-40),,,피부컨디셔닝제(기타);피부보호제
21702,에스알-(호랑이폴리펩타이드-1헥사펩타이드-40),sr-(Tiger Polypeptide-1 Hexapeptide-40),,,피부컨디셔닝제(기타);피부보호제
21701,메티오닐에스에이치-폴리펩타이드-96,Methionyl sh-Polypeptide-96,,,피부컨디셔닝제(기타);피막형성제;헤어컨디셔닝제
21699,에스알-(클로스트리듐 보툴리눔폴리펩타이드-1알라닐거미올리고펩타이드-1헥사펩타이드-40),sr-(Clostridium Botulinum Polypeptide-1 Alanyl Spider Oligopeptide-1 Hexapeptide-40),,,피부컨디셔닝제(기타);피부보호제
21698,에스알-(클로스트리듐 보툴리눔폴리펩타이드-1해파리폴리펩타이드-1헥사펩타이드-40),sr-(Clostridium Botulinum Polypeptide-1 Jellyfish Polypeptide-1 Hexapeptide-40),,,피부컨디셔닝제(기타);피부보호제
21697,가래나무수액,,,,피부컨디셔닝제(기타)
21696,바실러스/참꽃나무꽃발효추출여과물,Bacillus/Rhododendron Weyrichii Flower Ferment Extract Filtrate,,,피부컨디셔닝제(기타);피부보호제;보습제
21695,멘테인카복사미도에틸아세테이트,Menthane Carboxamidoethyl Acetate,"39668-74-1
68489-14-5",,피부컨디셔닝제(기타)
21694,바실러스/몽당잎모자반발효추출여과물,Bacillus/Sargassum Muticum Ferment Extract Filtrate,,,피부컨디셔닝제(기타);피부보호제
21691,알-(에스에이치/에스-생쥐폴리펩타이드-1에스에이치-폴리펩타이드-95)/알-(에스에이치/에스-생쥐폴리펩타이드-2에스에이치-폴리펩타이드-118),r-(sh/s-Mouse Polypeptide-1 sh-Polypeptide-95)/r-(sh/s-Mouse Polypeptide-2 sh-Polypeptide-118),,에스에이치-면역글로불린지4,피부컨디셔닝제(기타)
21689,마늘/쑥잎/영지버섯/은행나무잎/연꽃뿌리/진흙버섯/소나무잎/당느릅나무껍질수,,,,피부컨디셔닝제(기타);피부보습제;보습제
21688,하수오뿌리/소나무잎/고삼뿌리추출물,,,,피부컨디셔닝제(기타)
21687,락토바실러스용해물,Lactobacillus Lysate,1686112-36-6,,피부컨디셔닝제(기타);피부보습제;보습제
21686,병풀오일,Centella Asiatica Oil,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);피부보호제;보습제;산화방지제
21685,마주아/광나무열매/(참당귀/천마뿌리)/(삼/봉선화/참오동나무/측백나무)씨/조각자나무가시/석창포/한련초/박하/복령추출물,Dioscorea Batatas Bulb/Ligustrum Japonicum Fruit/(Angelica Gigas/Gastrodia Elata Root)/(Cannabis Sativa/Impatiens Balsamina/Paulownia Tomentosa/Platycladus Orientalis Seed)/Gleditsia Sinensis Thorn/Acorus Gramineus/Eclipta Prostrata/Mentha Haplocalyx/Wolfiporia Extensa Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제
21684,느릅나무뿌리추출물,Ulmus Davidiana Root Extract,,,피부컨디셔닝제(기타)
21683,비피도박테리움/조발효추출물,,,,피부컨디셔닝제(기타)
21682,에스에이치-올리고펩타이드-5에스피,sh-Oligopeptide-5 SP,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제)
21677,하이드록시레스베라트롤,Hydroxyresveratrol,29700-22-9,,피부컨디셔닝제(기타);피부보호제
21674,노란잎코스모스꽃,,,,피부컨디셔닝제(기타)
21673,녹차꽃,,,,피부컨디셔닝제(기타)
21672,퉁퉁마디줄기,,,,피부컨디셔닝제(기타)
21671,라벤더꽃/줄기,,,,피부컨디셔닝제(기타)
21669,효모/(잇꽃/은행/해바라기/녹두)씨추출물발효여과물,,,,피부컨디셔닝제(기타)
21668,석창포/참당귀뿌리/침향나무줄기/삼씨/한련초/천마/조각자나무가시/봉선화씨/광나무열매/박하/하수오뿌리/복령/측백나무씨/소나무겨우사리추출물,,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제
21667,참당귀뿌리/천궁뿌리줄기/조각자나무가시/벌집/약모밀/봉선화씨/목향/모란/복령/도라지뿌리/하수오뿌리/황금뿌리추출물,,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제
21666,자작나무껍질/측백나무잎/녹차/귤껍질/약모밀/뽕나무(열매/뿌리껍질/잎)/소엽잎/고삼뿌리추출물,,,,피부컨디셔닝제(기타);헤어컨디셔닝제
21665,디오스퓌로스 니티다열매추출물,Diospyros Nitida Fruit Extract,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21664,제비고깔꽃/잎/줄기,,,,피부컨디셔닝제(기타)
21659,꽃향유오일,,,,피부컨디셔닝제(기타)
21657,무궁화꽃수,Hibiscus Syriacus Flower Water,,,피부컨디셔닝제(기타)
21656,무궁화잎추출물,Hibiscus Syriacus Leaf Extract,,,피부컨디셔닝제(기타);피부보호제;산화방지제
21655,하이드롤라이즈드무궁화나무껍질추출물,Hydrolyzed Hibiscus Syriacus Bark Extract,0,하이들로라이즈드무궁화나무껍질추출물,피부컨디셔닝제(기타);피부보호제;산화방지제
21654,무궁화줄기추출물,Hibiscus Syriacus Stem Extract,0,,피부컨디셔닝제(기타);피부보호제;산화방지제
21653,무궁화씨오일,Hibiscus Syriacus Seed Oil,0,,피부컨디셔닝제(기타);피부보호제;산화방지제
21029,켐브라잣나무목부추출물,Pinus Cembra Wood Extract,,,피부컨디셔닝제(기타)
20943,인체양수세포배양액추출물,Human Amniotic Fluid Cell Conditioned Media Extract,,,피부컨디셔닝제(기타)
20941,인체신경세포배양액,Human Neural Cell Conditioned Media,,,피부컨디셔닝제(기타)
19178,마카/잉카피넛씨추출물,Lepidium Meyenii/Plukenetia Volubilis Seed Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제
19177,소나무겨우사리/침향나무줄기추출물,Usnea Longissima/Aquilaria Agallocha Stem Extract,,,피부컨디셔닝제(기타);피부컨디셔닝제(보습제);보습제
19172,산하엽캘러스추출물,Diphylleia Grayi Callus Extract,,,피부컨디셔닝제(기타);피부보호제;수렴제;헤어컨디셔닝제
19171,클로렐라 불가리스메티오닐에스에이치-폴리펩타이드-14헥사펩타이드-40,Chlorella Vulgaris Methionyl sh-Polypeptide-14 Hexapeptide-40,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부보호제;수렴제;유화안정제;헤어컨디셔닝제
19163,빅루트제라늄꽃/잎/줄기오일,Geranium Macrorrhizum Flower/Leaf/Stem Oil,,,피부컨디셔닝제(기타);착향제
19158,타라곤꽃,Artemisia Dracunculus (Tarragon) Flower,,,피부컨디셔닝제(기타)
19157,월귤열매즙,Vaccinium Vitis-Idaea Fruit Juice,,,피부컨디셔닝제(기타)
19148,피키아 쿠드리아브제비/효모/포도껍질/씨/줄기발효추출여과물,Pichia Kudriavzevii/Saccharomyces/Grape Peel/Seed/Stem Ferment Extract Filtrate,,효모/포도즙발효지게미발효추출물,피부컨디셔닝제(기타);산화방지제
19144,골드티오에틸아미노하이알루로닉애씨드,Gold Thioethylamino Hyaluronic Acid,,,피부컨디셔닝제(기타)
19143,엔테로코쿠스 파이칼리스,Enterococcus Faecalis,,,피부컨디셔닝제(기타);피부컨디셔닝제(유연제);피부컨디셔닝제(보습제);피부보습제;보습제;산화방지제
19142,아이소스테아로일하이드롤라이즈드케라틴,Isostearoyl Hydrolyzed Keratin,,,피부컨디셔닝제(기타);계면활성제(세정제);헤어컨디셔닝제
19140,락토바실러스/옥수수커넬발효추출여과물,,,,피부컨디셔닝제(기타)
19138,미르센,Myrcene,123-35-3,,피부컨디셔닝제(기타);피부보호제
19134,슈도지마 에피콜라/아르간커넬오일발효여과물,Pseudozyma Epicola/Argania Spinosa Kernel Oil Ferment Filtrate,,,피부컨디셔닝제(기타);헤어컨디셔닝제
19126,살무사독,Viper Venom,,,피부컨디셔닝제(기타)
19123,바이오티노일히스티딜D-트립토파닐다이펩타이드-29D-페닐알라닐라이신아마이드트라이플루오로아세테이트,Biotinoyl Histidyl D-Tryptophanyl Dipeptide-29 D-Phenylalanyl Lysinamide Trifluoroacetate,1894171-15-3,,피부컨디셔닝제(기타)
